Average Queue length,Phase,Step,Action,Reward,Total Queue Length
0.175,0.0,0.072,0,-0.175,7
0.2,1.0,0.073,3,-0.2,8
0.2,0.33333334,0.074,1,-0.2,8
0.05,0.0,0.075,0,-0.05,2
0.05,0.0,0.076,0,-0.05,2
0.1,0.0,0.077,0,-0.1,4
0.125,0.0,0.078,0,-0.125,5
0.15,0.33333334,0.079,1,-0.15,6
0.175,0.6666667,0.08,2,-0.175,7
0.15,0.33333334,0.081,1,-0.15,6
0.275,1.0,0.082,3,0.725,11
0.225,0.0,0.083,0,-0.225,9
0.225,0.0,0.084,0,-0.225,9
0.25,1.0,0.085,3,-0.25,10
0.175,0.0,0.086,0,0.325,7
0.15,0.0,0.087,0,0.35,6
0.125,0.6666667,0.088,2,0.375,5
0.1,0.0,0.089,0,-0.1,4
0.025,0.33333334,0.09,1,-0.025,1
0.05,0.6666667,0.091,2,0.45,2
0.15,0.6666667,0.092,2,-0.15,6
0.125,0.6666667,0.093,2,-0.125,5
0.2,1.0,0.094,3,0.3,8
0.15,0.6666667,0.095,2,-0.15,6
0.2,1.0,0.096,3,-0.2,8
0.175,0.0,0.097,0,0.325,7
0.125,0.6666667,0.098,2,-0.125,5
0.075,1.0,0.099,3,-0.075,3
0.05,0.0,0.1,0,0.45,2
0.05,0.6666667,0.101,2,0.45,2
0.05,0.6666667,0.102,2,-0.05,2
0.05,0.6666667,0.103,2,-0.05,2
0.075,0.0,0.104,0,-0.075,3
0.175,1.0,0.105,3,-0.175,7
0.15,0.6666667,0.106,2,0.35,6
0.125,0.6666667,0.107,2,-0.125,5
0.125,0.0,0.108,0,0.375,5
0.175,0.33333334,0.109,1,-0.175,7
0.15,1.0,0.11,3,0.35,6
0.225,0.0,0.111,0,-0.225,9
0.175,0.6666667,0.112,2,0.325,7
0.15,0.6666667,0.113,2,0.35,6
0.125,0.6666667,0.114,2,-0.125,5
0.1,0.6666667,0.115,2,-0.1,4
0.1,0.0,0.116,0,-0.1,4
0.125,1.0,0.117,3,-0.125,5
0.075,0.6666667,0.118,2,0.425,3
0.075,0.6666667,0.119,2,-0.075,3
0.1,0.6666667,0.12,2,-0.1,4
0.1,1.0,0.121,3,-0.1,4
0.125,0.6666667,0.122,2,0.875,5
0.175,0.33333334,0.123,1,-0.175,7
0.025,0.6666667,0.124,2,-0.025,1
0.05,0.6666667,0.125,2,-0.05,2
0.125,0.6666667,0.126,2,-0.125,5
0.1,0.0,0.127,0,-0.1,4
0.125,1.0,0.128,3,0.375,5
0.125,1.0,0.129,3,0.375,5
0.075,0.0,0.13,0,-0.075,3
0.075,0.6666667,0.131,2,-0.075,3
0.075,0.0,0.132,0,-0.075,3
0.075,0.6666667,0.133,2,0.425,3
0.1,0.6666667,0.134,2,-0.1,4
0.175,0.6666667,0.135,2,-0.175,7
0.175,0.6666667,0.136,2,0.325,7
0.175,0.6666667,0.137,2,-0.175,7
0.225,0.33333334,0.138,1,-0.225,9
0.2,0.6666667,0.139,2,-0.2,8
0.25,1.0,0.14,3,0.75,10
0.25,0.33333334,0.141,1,-0.25,10
0.25,1.0,0.142,3,-0.25,10
0.15,0.6666667,0.143,2,-0.15,6
0.175,0.6666667,0.144,2,-0.175,7
0.225,0.6666667,0.145,2,-0.225,9
0.2,1.0,0.146,3,-0.2,8
0.2,0.0,0.147,0,-0.2,8
0.125,0.33333334,0.148,1,-0.125,5
0.15,0.0,0.149,0,-0.15,6
0.1,1.0,0.15,3,0.4,4
0.125,0.0,0.151,0,0.375,5
0.175,0.0,0.152,0,-0.175,7
0.15,1.0,0.153,3,-0.15,6
0.15,1.0,0.154,3,0.35,6
0.15,0.6666667,0.155,2,-0.15,6
0.25,1.0,0.156,3,-0.25,10
0.125,0.0,0.157,0,-0.125,5
0.125,0.33333334,0.158,1,0.375,5
0.075,1.0,0.159,3,0.425,3
0.075,0.0,0.16,0,-0.075,3
0.05,0.0,0.161,0,-0.05,2
0.05,0.33333334,0.162,1,0.95,2
0.05,1.0,0.163,3,-0.05,2
0.025,0.33333334,0.164,1,-0.025,1
0.025,0.6666667,0.165,2,-0.025,1
0.075,0.33333334,0.166,1,0.425,3
0.075,0.0,0.167,0,-0.075,3
0.075,0.0,0.168,0,0.425,3
0.15,0.6666667,0.169,2,-0.15,6
0.175,1.0,0.17,3,-0.175,7
0.15,0.6666667,0.171,2,0.35,6
0.175,0.0,0.172,0,-0.175,7
0.15,0.0,0.173,0,-0.15,6
0.15,0.0,0.174,0,0.35,6
0.175,0.0,0.175,0,-0.175,7
0.2,1.0,0.176,3,0.3,8
0.15,0.6666667,0.177,2,-0.15,6
0.175,0.0,0.178,0,-0.175,7
0.15,1.0,0.179,3,-0.15,6
0.2,1.0,0.18,3,0.3,8
0.15,0.6666667,0.181,2,-0.15,6
0.225,1.0,0.182,3,-0.225,9
0.15,0.6666667,0.183,2,0.35,6
0.075,1.0,0.184,3,-0.075,3
0.025,0.6666667,0.185,2,0.475,1
0.1,0.0,0.186,0,-0.1,4
0.025,0.6666667,0.187,2,0.475,1
0.025,0.0,0.188,0,0.475,1
0.05,1.0,0.189,3,-0.05,2
0.05,0.0,0.19,0,-0.05,2
0.05,0.6666667,0.191,2,-0.05,2
0.05,0.6666667,0.192,2,0.45,2
0.025,0.6666667,0.193,2,0.475,1
0.025,0.0,0.194,0,0.475,1
0.05,0.0,0.195,0,-0.05,2
0.075,0.33333334,0.196,1,0.425,3
0.1,1.0,0.197,3,-0.1,4
0.1,0.0,0.198,0,-0.1,4
0.1,0.33333334,0.199,1,-0.1,4
0.1,0.0,0.2,0,-0.1,4
0.15,1.0,0.201,3,0.85,6
0.175,0.6666667,0.202,2,-0.175,7
0.175,1.0,0.203,3,-0.175,7
0.175,1.0,0.204,3,-0.175,7
0.15,0.0,0.205,0,0.35,6
0.125,1.0,0.206,3,-0.125,5
0.125,0.0,0.207,0,0.375,5
0.1,0.0,0.208,0,0.4,4
0.075,0.0,0.209,0,-0.075,3
0.1,1.0,0.21,3,-0.1,4
0.075,0.0,0.211,0,-0.075,3
0.075,0.6666667,0.212,2,0.425,3
0.025,0.0,0.213,0,-0.025,1
0.025,0.0,0.214,0,-0.025,1
0.025,0.6666667,0.215,2,0.475,1
0.125,0.33333334,0.216,1,0.375,5
0.025,0.0,0.217,0,-0.025,1
0.1,1.0,0.218,3,0.4,4
0.05,0.0,0.219,0,-0.05,2
0.1,0.6666667,0.22,2,0.4,4
0.075,0.33333334,0.221,1,-0.075,3
0.2,1.0,0.222,3,0.3,8
0.175,0.0,0.223,0,-0.175,7
0.125,1.0,0.224,3,-0.125,5
0.125,0.6666667,0.225,2,-0.125,5
0.125,1.0,0.226,3,-0.125,5
0.1,0.0,0.227,0,-0.1,4
0.075,0.0,0.228,0,0.425,3
0.075,0.0,0.229,0,-0.075,3
0.05,0.0,0.23,0,0.45,2
0.075,0.6666667,0.231,2,-0.075,3
0.1,0.0,0.232,0,-0.1,4
0.15,1.0,0.233,3,-0.15,6
0.15,1.0,0.234,3,0.35,6
0.125,1.0,0.235,3,-0.125,5
0.075,0.33333334,0.236,1,0.925,3
0.05,0.33333334,0.237,1,-0.05,2
0.05,1.0,0.238,3,0.45,2
0.025,0.0,0.239,0,-0.025,1
0.05,1.0,0.24,3,-0.05,2
0.0,0.0,0.241,0,0.5,0
0.075,0.0,0.242,0,-0.075,3
0.05,0.0,0.243,0,-0.05,2
0.075,1.0,0.244,3,0.425,3
0.075,0.0,0.245,0,0.425,3
0.175,0.0,0.246,0,-0.175,7
0.075,0.0,0.247,0,-0.075,3
0.075,0.0,0.248,0,-0.075,3
0.075,0.6666667,0.249,2,0.425,3
0.075,0.6666667,0.25,2,-0.075,3
0.1,0.6666667,0.251,2,0.4,4
0.1,0.0,0.252,0,-0.1,4
0.125,1.0,0.253,3,-0.125,5
0.15,1.0,0.254,3,0.35,6
0.15,0.6666667,0.255,2,-0.15,6
0.175,1.0,0.256,3,0.325,7
0.1,0.6666667,0.257,2,-0.1,4
0.125,0.0,0.258,0,-0.125,5
0.1,0.33333334,0.259,1,-0.1,4
0.05,0.0,0.26,0,-0.05,2
0.1,0.0,0.261,0,0.9,4
0.125,0.0,0.262,0,-0.125,5
0.15,1.0,0.263,3,-0.15,6
0.125,0.6666667,0.264,2,-0.125,5
0.15,1.0,0.265,3,0.35,6
0.15,0.6666667,0.266,2,0.35,6
0.125,0.0,0.267,0,-0.125,5
0.05,0.0,0.268,0,0.45,2
0.05,0.33333334,0.269,1,-0.05,2
0.025,0.6666667,0.27,2,0.475,1
0.025,0.6666667,0.271,2,-0.025,1
0.125,1.0,0.272,3,-0.125,5
0.05,1.0,0.273,3,-0.05,2
0.025,0.0,0.274,0,-0.025,1
0.025,1.0,0.275,3,0.475,1
0.075,0.0,0.276,0,-0.075,3
0.025,0.6666667,0.277,2,0.475,1
0.0,0.0,0.278,0,0.0,0
0.0,0.33333334,0.279,1,0.0,0
0.05,0.6666667,0.28,2,-0.05,2
0.075,0.0,0.281,0,0.925,3
0.075,0.33333334,0.282,1,-0.075,3
0.125,1.0,0.283,3,-0.125,5
0.1,0.0,0.284,0,-0.1,4
0.15,1.0,0.285,3,0.35,6
0.125,1.0,0.286,3,0.375,5
0.05,0.6666667,0.287,2,0.45,2
0.075,0.6666667,0.288,2,0.425,3
0.05,0.33333334,0.289,1,-0.05,2
0.1,0.6666667,0.29,2,-0.1,4
0.05,0.6666667,0.291,2,0.95,2
0.075,0.0,0.292,0,-0.075,3
0.1,1.0,0.293,3,0.4,4
0.075,0.6666667,0.294,2,-0.075,3
0.075,1.0,0.295,3,-0.075,3
0.025,0.0,0.296,0,-0.025,1
0.025,0.33333334,0.297,1,0.475,1
0.05,0.0,0.298,0,0.45,2
0.025,0.0,0.299,0,-0.025,1
0.0,0.0,0.3,0,0.0,0
0.0,0.0,0.301,0,0.0,0
0.075,0.0,0.302,0,-0.075,3
0.075,0.6666667,0.303,2,0.425,3
0.1,0.0,0.304,0,-0.1,4
0.1,1.0,0.305,3,-0.1,4
0.15,0.33333334,0.306,1,-0.15,6
0.1,1.0,0.307,3,0.9,4
0.05,1.0,0.308,3,-0.05,2
0.075,0.6666667,0.309,2,-0.075,3
0.05,1.0,0.31,3,-0.05,2
0.0,0.33333334,0.311,1,0.0,0
0.0,0.0,0.312,0,0.0,0
0.025,0.33333334,0.313,1,-0.025,1
0.025,0.6666667,0.314,2,-0.025,1
0.075,0.6666667,0.315,2,-0.075,3
0.1,1.0,0.316,3,-0.1,4
0.1,0.6666667,0.317,2,0.4,4
0.125,0.33333334,0.318,1,-0.125,5
0.125,0.6666667,0.319,2,0.375,5
0.2,1.0,0.32,3,0.3,8
0.125,0.0,0.321,0,-0.125,5
0.075,0.6666667,0.322,2,-0.075,3
0.1,0.0,0.323,0,-0.1,4
0.05,0.0,0.324,0,-0.05,2
0.075,0.0,0.325,0,-0.075,3
0.025,0.6666667,0.326,2,0.975,1
0.025,1.0,0.327,3,-0.025,1
0.025,0.0,0.328,0,0.975,1
0.1,0.6666667,0.329,2,-0.1,4
0.05,0.6666667,0.33,2,-0.05,2
0.1,0.0,0.331,0,-0.1,4
0.2,1.0,0.332,3,-0.2,8
0.2,1.0,0.333,3,0.8,8
0.125,1.0,0.334,3,-0.125,5
0.1,1.0,0.335,3,-0.1,4
0.125,0.6666667,0.336,2,0.375,5
0.05,1.0,0.337,3,0.45,2
0.05,0.0,0.338,0,-0.05,2
0.05,0.0,0.339,0,-0.05,2
0.0,0.0,0.34,0,0.0,0
0.0,0.0,0.341,0,0.0,0
0.0,0.0,0.342,0,0.0,0
0.025,1.0,0.343,3,-0.025,1
0.025,0.6666667,0.344,2,0.975,1
0.075,0.0,0.345,0,-0.075,3
0.1,0.6666667,0.346,2,-0.1,4
0.125,0.6666667,0.347,2,-0.125,5
0.175,0.33333334,0.348,1,0.325,7
0.175,1.0,0.349,3,0.325,7
0.225,1.0,0.35,3,-0.225,9
0.175,0.6666667,0.351,2,-0.175,7
0.15,0.0,0.352,0,-0.15,6
0.1,1.0,0.353,3,-0.1,4
0.15,0.6666667,0.354,2,-0.15,6
0.175,1.0,0.355,3,0.325,7
0.15,0.0,0.356,0,-0.15,6
0.075,0.6666667,0.357,2,-0.075,3
0.075,0.6666667,0.358,2,-0.075,3
0.1,1.0,0.359,3,-0.1,4
0.05,0.0,0.36,0,0.95,2
0.05,1.0,0.361,3,-0.05,2
0.125,0.6666667,0.362,2,-0.125,5
0.075,1.0,0.363,3,-0.075,3
0.175,1.0,0.364,3,0.325,7
0.175,1.0,0.365,3,0.325,7
0.175,0.6666667,0.366,2,-0.175,7
0.125,1.0,0.367,3,-0.125,5
0.1,1.0,0.368,3,-0.1,4
0.075,0.6666667,0.369,2,0.425,3
0.0,0.0,0.37,0,0.0,0
0.0,0.0,0.371,0,0.5,0
0.0,0.0,0.372,0,0.5,0
0.025,1.0,0.373,3,-0.025,1
0.05,0.33333334,0.374,1,-0.05,2
0.025,0.33333334,0.375,1,-0.025,1
0.075,1.0,0.376,3,0.425,3
0.075,0.6666667,0.377,2,0.425,3
0.125,1.0,0.378,3,0.375,5
0.15,1.0,0.379,3,-0.15,6
0.15,1.0,0.38,3,-0.15,6
0.175,1.0,0.381,3,-0.175,7
0.125,1.0,0.382,3,0.375,5
0.15,1.0,0.383,3,-0.15,6
0.15,0.33333334,0.384,1,-0.15,6
0.2,0.33333334,0.385,1,-0.2,8
0.15,1.0,0.386,3,0.35,6
0.125,0.0,0.387,0,0.375,5
0.05,0.33333334,0.388,1,-0.05,2
0.075,0.33333334,0.389,1,-0.075,3
0.05,0.6666667,0.39,2,0.45,2
0.075,0.6666667,0.391,2,-0.075,3
0.15,0.6666667,0.392,2,0.35,6
0.1,0.0,0.393,0,-0.1,4
0.125,1.0,0.394,3,0.375,5
0.075,0.6666667,0.395,2,-0.075,3
0.15,0.33333334,0.396,1,0.35,6
0.075,1.0,0.397,3,-0.075,3
0.1,1.0,0.398,3,0.4,4
0.025,0.6666667,0.399,2,-0.025,1
0.025,0.0,0.4,0,-0.025,1
0.025,0.33333334,0.401,1,-0.025,1
0.025,0.6666667,0.402,2,-0.025,1
0.075,0.6666667,0.403,2,0.425,3
0.1,0.6666667,0.404,2,-0.1,4
0.1,0.6666667,0.405,2,-0.1,4
0.125,1.0,0.406,3,0.375,5
0.125,0.0,0.407,0,-0.125,5
0.125,1.0,0.408,3,-0.125,5
0.175,1.0,0.409,3,0.325,7
0.15,0.6666667,0.41,2,0.35,6
0.125,0.0,0.411,0,-0.125,5
0.1,0.6666667,0.412,2,-0.1,4
0.125,1.0,0.413,3,-0.125,5
0.05,0.0,0.414,0,0.45,2
0.1,0.33333334,0.415,1,-0.1,4
0.075,1.0,0.416,3,-0.075,3
0.125,1.0,0.417,3,-0.125,5
0.125,1.0,0.418,3,0.875,5
0.15,1.0,0.419,3,-0.15,6
0.125,1.0,0.42,3,-0.125,5
0.1,1.0,0.421,3,0.4,4
0.1,0.0,0.422,0,0.4,4
0.1,1.0,0.423,3,0.4,4
0.025,0.6666667,0.424,2,-0.025,1
0.075,1.0,0.425,3,-0.075,3
0.075,0.0,0.426,0,0.425,3
0.025,1.0,0.427,3,-0.025,1
0.025,0.0,0.428,0,-0.025,1
0.05,1.0,0.429,3,0.45,2
0.025,0.6666667,0.43,2,-0.025,1
0.05,0.33333334,0.431,1,0.95,2
0.05,0.6666667,0.432,2,-0.05,2
0.05,0.0,0.433,0,-0.05,2
0.1,0.33333334,0.434,1,0.4,4
0.125,1.0,0.435,3,-0.125,5
0.05,1.0,0.436,3,-0.05,2
0.05,1.0,0.437,3,0.45,2
0.075,0.6666667,0.438,2,0.425,3
0.125,1.0,0.439,3,0.375,5
0.125,1.0,0.44,3,-0.125,5
0.125,1.0,0.441,3,0.375,5
0.075,1.0,0.442,3,0.425,3
0.05,0.0,0.443,0,-0.05,2
0.025,0.6666667,0.444,2,-0.025,1
0.075,1.0,0.445,3,0.925,3
0.075,0.6666667,0.446,2,-0.075,3
0.075,0.0,0.447,0,-0.075,3
0.05,0.6666667,0.448,2,-0.05,2
0.05,1.0,0.449,3,-0.05,2
0.05,0.6666667,0.45,2,0.45,2
0.1,1.0,0.451,3,-0.1,4
0.1,0.33333334,0.452,1,-0.1,4
0.025,1.0,0.453,3,0.475,1
0.05,0.6666667,0.454,2,0.45,2
0.05,0.0,0.455,0,0.45,2
0.075,0.6666667,0.456,2,-0.075,3
0.05,0.6666667,0.457,2,-0.05,2
0.1,0.0,0.458,0,-0.1,4
0.1,1.0,0.459,3,0.4,4
0.1,1.0,0.46,3,-0.1,4
0.05,0.6666667,0.461,2,-0.05,2
0.025,0.6666667,0.462,2,-0.025,1
0.05,0.0,0.463,0,0.95,2
0.05,1.0,0.464,3,-0.05,2
0.075,1.0,0.465,3,-0.075,3
0.075,1.0,0.466,3,-0.075,3
0.1,0.6666667,0.467,2,-0.1,4
0.1,1.0,0.468,3,-0.1,4
0.125,0.33333334,0.469,1,-0.125,5
0.075,0.6666667,0.47,2,-0.075,3
0.125,0.6666667,0.471,2,0.875,5
0.15,1.0,0.472,3,-0.15,6
0.125,0.0,0.473,0,0.375,5
0.1,1.0,0.474,3,-0.1,4
0.15,1.0,0.475,3,-0.15,6
0.125,1.0,0.476,3,-0.125,5
0.125,0.6666667,0.477,2,0.375,5
0.1,0.33333334,0.478,1,0.4,4
0.075,0.6666667,0.479,2,-0.075,3
0.05,0.6666667,0.48,2,-0.05,2
0.1,0.0,0.481,0,0.9,4
0.15,1.0,0.482,3,-0.15,6
0.05,0.6666667,0.483,2,-0.05,2
0.1,1.0,0.484,3,-0.1,4
0.075,0.0,0.485,0,0.925,3
0.1,0.6666667,0.486,2,-0.1,4
0.075,0.33333334,0.487,1,-0.075,3
0.0,0.0,0.488,0,0.5,0
0.05,0.6666667,0.489,2,-0.05,2
0.025,0.6666667,0.49,2,-0.025,1
0.075,0.6666667,0.491,2,0.425,3
0.075,1.0,0.492,3,0.425,3
0.075,0.6666667,0.493,2,-0.075,3
0.1,0.0,0.494,0,-0.1,4
0.125,1.0,0.495,3,-0.125,5
0.1,0.0,0.496,0,0.9,4
0.175,1.0,0.497,3,-0.175,7
0.125,1.0,0.498,3,-0.125,5
0.175,1.0,0.499,3,-0.175,7
0.225,1.0,0.5,3,0.275,9
0.225,1.0,0.501,3,-0.225,9
0.175,0.0,0.502,0,-0.175,7
0.175,0.0,0.503,0,-0.175,7
0.2,1.0,0.504,3,0.8,8
0.15,0.6666667,0.505,2,-0.15,6
0.125,0.0,0.506,0,-0.125,5
0.125,0.6666667,0.507,2,-0.125,5
0.1,0.33333334,0.508,1,0.4,4
0.025,1.0,0.509,3,0.475,1
0.05,0.6666667,0.51,2,-0.05,2
0.1,1.0,0.511,3,-0.1,4
0.2,0.0,0.512,0,0.8,8
0.1,0.0,0.513,0,-0.1,4
0.075,1.0,0.514,3,0.925,3
0.075,0.0,0.515,0,-0.075,3
0.15,0.6666667,0.516,2,-0.15,6
0.125,0.6666667,0.517,2,-0.125,5
0.1,0.0,0.518,0,-0.1,4
0.125,0.6666667,0.519,2,-0.125,5
0.15,1.0,0.52,3,0.35,6
0.15,1.0,0.521,3,0.35,6
0.15,1.0,0.522,3,-0.15,6
0.125,1.0,0.523,3,0.375,5
0.125,0.0,0.524,0,-0.125,5
0.175,0.6666667,0.525,2,0.325,7
0.2,0.33333334,0.526,1,-0.2,8
0.15,0.6666667,0.527,2,-0.15,6
0.25,1.0,0.528,3,-0.25,10
0.25,0.0,0.529,0,-0.25,10
0.25,1.0,0.53,3,-0.25,10
0.225,1.0,0.531,3,-0.225,9
0.25,0.33333334,0.532,1,0.25,10
0.275,1.0,0.533,3,0.22499999999999998,11
0.2,1.0,0.534,3,-0.2,8
0.2,1.0,0.535,3,-0.2,8
0.225,1.0,0.536,3,0.275,9
0.2,1.0,0.537,3,-0.2,8
0.275,1.0,0.538,3,0.22499999999999998,11
0.275,1.0,0.539,3,-0.275,11
0.275,1.0,0.54,3,-0.275,11
0.275,1.0,0.541,3,0.22499999999999998,11
0.275,0.6666667,0.542,2,-0.275,11
0.15,1.0,0.543,3,-0.15,6
0.125,0.33333334,0.544,1,0.375,5
0.025,1.0,0.545,3,-0.025,1
0.1,0.6666667,0.546,2,0.4,4
0.1,0.6666667,0.547,2,-0.1,4
0.075,0.6666667,0.548,2,0.425,3
0.15,0.0,0.549,0,-0.15,6
0.175,1.0,0.55,3,0.825,7
0.1,0.6666667,0.551,2,-0.1,4
0.075,0.0,0.552,0,-0.075,3
0.125,0.6666667,0.553,2,-0.125,5
0.15,0.0,0.554,0,0.85,6
0.15,0.6666667,0.555,2,-0.15,6
0.125,0.33333334,0.556,1,-0.125,5
0.15,0.0,0.557,0,-0.15,6
0.125,1.0,0.558,3,-0.125,5
0.125,0.33333334,0.559,1,-0.125,5
0.175,1.0,0.56,3,0.325,7
0.1,0.6666667,0.561,2,-0.1,4
0.15,1.0,0.562,3,0.85,6
0.15,1.0,0.563,3,-0.15,6
0.125,0.6666667,0.564,2,0.375,5
0.075,0.33333334,0.565,1,-0.075,3
0.1,0.6666667,0.566,2,-0.1,4
0.125,0.6666667,0.567,2,-0.125,5
0.075,0.0,0.568,0,0.425,3
0.1,0.0,0.569,0,-0.1,4
0.1,1.0,0.57,3,-0.1,4
0.125,0.6666667,0.571,2,-0.125,5
0.175,0.6666667,0.572,2,0.325,7
0.125,0.6666667,0.573,2,-0.125,5
0.125,1.0,0.574,3,0.375,5
0.175,0.0,0.575,0,-0.175,7
0.2,0.0,0.576,0,0.3,8
0.175,1.0,0.577,3,-0.175,7
0.15,1.0,0.578,3,0.35,6
0.125,0.6666667,0.579,2,-0.125,5
0.1,0.6666667,0.58,2,-0.1,4
0.1,0.6666667,0.581,2,-0.1,4
0.125,0.6666667,0.582,2,0.875,5
0.175,0.6666667,0.583,2,-0.175,7
0.2,0.6666667,0.584,2,-0.2,8
0.225,0.0,0.585,0,-0.225,9
0.225,0.0,0.586,0,0.275,9
0.25,1.0,0.587,3,-0.25,10
0.2,0.0,0.588,0,0.3,8
0.275,1.0,0.589,3,0.22499999999999998,11
0.275,0.6666667,0.59,2,-0.275,11
0.2,0.6666667,0.591,2,-0.2,8
0.2,0.0,0.592,0,-0.2,8
0.15,0.33333334,0.593,1,-0.15,6
0.125,0.6666667,0.594,2,-0.125,5
0.125,0.6666667,0.595,2,0.375,5
0.175,0.6666667,0.596,2,-0.175,7
0.2,1.0,0.597,3,-0.2,8
0.2,0.6666667,0.598,2,0.3,8
0.15,0.0,0.599,0,-0.15,6
0.125,0.6666667,0.6,2,-0.125,5
0.2,0.0,0.601,0,0.8,8
0.175,0.33333334,0.602,1,-0.175,7
0.15,0.6666667,0.603,2,-0.15,6
0.15,0.33333334,0.604,1,0.35,6
0.2,0.6666667,0.605,2,-0.2,8
0.175,1.0,0.606,3,-0.175,7
0.125,1.0,0.607,3,-0.125,5
0.1,0.0,0.608,0,-0.1,4
0.125,1.0,0.609,3,0.875,5
0.125,1.0,0.61,3,-0.125,5
0.075,0.6666667,0.611,2,-0.075,3
0.125,0.6666667,0.612,2,0.375,5
0.125,0.6666667,0.613,2,-0.125,5
0.175,1.0,0.614,3,-0.175,7
0.15,0.33333334,0.615,1,0.35,6
0.125,0.0,0.616,0,0.375,5
0.125,0.6666667,0.617,2,-0.125,5
0.125,0.6666667,0.618,2,-0.125,5
0.125,0.33333334,0.619,1,0.375,5
0.2,1.0,0.62,3,0.3,8
0.15,0.0,0.621,0,-0.15,6
0.15,1.0,0.622,3,-0.15,6
0.175,1.0,0.623,3,-0.175,7
0.2,0.0,0.624,0,-0.2,8
0.225,1.0,0.625,3,-0.225,9
0.225,0.0,0.626,0,0.275,9
0.275,0.6666667,0.627,2,-0.275,11
0.225,0.6666667,0.628,2,-0.225,9
0.225,1.0,0.629,3,0.275,9
0.175,0.6666667,0.63,2,-0.175,7
0.175,0.0,0.631,0,0.325,7
0.225,1.0,0.632,3,0.275,9
0.125,1.0,0.633,3,-0.125,5
0.15,0.6666667,0.634,2,-0.15,6
0.175,0.0,0.635,0,0.325,7
0.2,0.0,0.636,0,0.3,8
0.175,1.0,0.637,3,-0.175,7
0.175,1.0,0.638,3,-0.175,7
0.175,0.6666667,0.639,2,0.325,7
0.175,1.0,0.64,3,-0.175,7
0.175,0.0,0.641,0,0.325,7
0.175,0.0,0.642,0,-0.175,7
0.2,0.33333334,0.643,1,-0.2,8
0.15,0.6666667,0.644,2,-0.15,6
0.175,0.33333334,0.645,1,0.325,7
0.15,1.0,0.646,3,-0.15,6
0.1,0.6666667,0.647,2,-0.1,4
0.125,1.0,0.648,3,0.375,5
0.15,1.0,0.649,3,0.35,6
0.125,0.33333334,0.65,1,0.375,5
0.075,0.33333334,0.651,1,-0.075,3
0.05,0.6666667,0.652,2,-0.05,2
0.075,0.6666667,0.653,2,-0.075,3
0.075,0.33333334,0.654,1,-0.075,3
0.075,0.0,0.655,0,0.925,3
0.025,0.6666667,0.656,2,-0.025,1
0.1,0.0,0.657,0,-0.1,4
0.1,1.0,0.658,3,-0.1,4
0.1,1.0,0.659,3,0.4,4
0.1,0.0,0.66,0,0.4,4
0.175,1.0,0.661,3,-0.175,7
0.175,0.0,0.662,0,-0.175,7
0.125,0.33333334,0.663,1,-0.125,5
0.075,0.0,0.664,0,0.425,3
0.075,0.6666667,0.665,2,-0.075,3
0.125,0.0,0.666,0,0.375,5
0.15,1.0,0.667,3,0.35,6
0.1,1.0,0.668,3,0.4,4
0.1,0.0,0.669,0,-0.1,4
0.125,0.6666667,0.67,2,-0.125,5
0.125,0.6666667,0.671,2,0.375,5
0.15,1.0,0.672,3,-0.15,6
0.125,0.0,0.673,0,0.375,5
0.125,0.0,0.674,0,-0.125,5
0.125,0.33333334,0.675,1,-0.125,5
0.125,0.6666667,0.676,2,-0.125,5
0.125,0.0,0.677,0,0.375,5
0.15,0.0,0.678,0,-0.15,6
0.15,0.33333334,0.679,1,-0.15,6
0.175,0.33333334,0.68,1,0.325,7
0.175,0.33333334,0.681,1,-0.175,7
0.175,0.33333334,0.682,1,-0.175,7
0.175,1.0,0.683,3,-0.175,7
0.175,1.0,0.684,3,0.825,7
0.15,1.0,0.685,3,-0.15,6
0.075,0.6666667,0.686,2,-0.075,3
0.125,1.0,0.687,3,-0.125,5
0.125,0.33333334,0.688,1,-0.125,5
0.1,1.0,0.689,3,0.4,4
0.15,0.33333334,0.69,1,-0.15,6
0.075,1.0,0.691,3,-0.075,3
0.15,0.6666667,0.692,2,0.35,6
0.1,0.0,0.693,0,0.4,4
0.1,0.33333334,0.694,1,-0.1,4
0.1,0.0,0.695,0,-0.1,4
0.125,0.33333334,0.696,1,-0.125,5
0.1,0.6666667,0.697,2,0.4,4
0.175,1.0,0.698,3,-0.175,7
0.1,1.0,0.699,3,0.4,4
0.075,0.33333334,0.7,1,-0.075,3
0.075,0.6666667,0.701,2,0.425,3
0.05,0.0,0.702,0,0.45,2
0.075,1.0,0.703,3,0.425,3
0.1,0.0,0.704,0,-0.1,4
0.075,0.0,0.705,0,-0.075,3
0.075,0.6666667,0.706,2,0.425,3
0.1,0.0,0.707,0,-0.1,4
0.125,0.0,0.708,0,0.375,5
0.15,1.0,0.709,3,-0.15,6
0.125,0.0,0.71,0,-0.125,5
0.2,0.6666667,0.711,2,0.3,8
0.125,0.0,0.712,0,0.375,5
0.2,1.0,0.713,3,-0.2,8
0.175,0.6666667,0.714,2,0.325,7
0.15,1.0,0.715,3,-0.15,6
0.175,1.0,0.716,3,-0.175,7
0.175,1.0,0.717,3,0.325,7
0.125,0.0,0.718,0,-0.125,5
0.175,0.6666667,0.719,2,-0.175,7
0.15,0.0,0.72,0,-0.15,6
0.15,0.6666667,0.721,2,-0.15,6
