Average Queue length,Phase,Step,Action,Reward,Total Queue Length
0.175,1.0,0.33,3,-0.175,7
0.125,1.0,0.331,3,-0.125,5
0.2,1.0,0.332,3,0.3,8
0.1,0.0,0.333,0,-0.1,4
0.15,1.0,0.334,3,0.85,6
0.125,0.0,0.335,0,-0.125,5
0.125,1.0,0.336,3,-0.125,5
0.1,0.6666667,0.337,2,0.4,4
0.1,0.0,0.338,0,0.4,4
0.1,1.0,0.339,3,-0.1,4
0.1,1.0,0.34,3,-0.1,4
0.175,1.0,0.341,3,-0.175,7
0.1,1.0,0.342,3,0.9,4
0.15,1.0,0.343,3,-0.15,6
0.125,1.0,0.344,3,0.875,5
0.1,0.33333334,0.345,1,-0.1,4
0.05,0.33333334,0.346,1,-0.05,2
0.05,0.33333334,0.347,1,-0.05,2
0.075,1.0,0.348,3,0.425,3
0.05,0.33333334,0.349,1,-0.05,2
0.1,1.0,0.35,3,0.4,4
0.075,0.33333334,0.351,1,-0.075,3
0.075,1.0,0.352,3,-0.075,3
0.125,0.6666667,0.353,2,0.375,5
0.125,1.0,0.354,3,0.375,5
0.15,0.33333334,0.355,1,-0.15,6
0.1,0.33333334,0.356,1,-0.1,4
0.1,0.0,0.357,0,-0.1,4
0.05,0.6666667,0.358,2,0.45,2
0.075,0.0,0.359,0,0.425,3
0.1,1.0,0.36,3,-0.1,4
0.125,0.33333334,0.361,1,-0.125,5
0.25,1.0,0.362,3,0.25,10
0.125,0.6666667,0.363,2,0.375,5
0.1,0.0,0.364,0,-0.1,4
0.15,0.33333334,0.365,1,0.85,6
0.15,1.0,0.366,3,-0.15,6
0.15,0.0,0.367,0,-0.15,6
0.1,0.0,0.368,0,-0.1,4
0.1,0.6666667,0.369,2,0.9,4
0.05,0.33333334,0.37,1,-0.05,2
0.05,0.0,0.371,0,-0.05,2
0.075,0.0,0.372,0,-0.075,3
0.05,1.0,0.373,3,-0.05,2
0.125,1.0,0.374,3,0.875,5
0.15,1.0,0.375,3,-0.15,6
0.15,1.0,0.376,3,0.35,6
0.125,1.0,0.377,3,0.375,5
0.075,1.0,0.378,3,-0.075,3
0.15,1.0,0.379,3,-0.15,6
0.125,0.6666667,0.38,2,0.375,5
0.125,0.0,0.381,0,0.375,5
0.075,0.6666667,0.382,2,-0.075,3
0.1,0.6666667,0.383,2,-0.1,4
0.125,1.0,0.384,3,0.375,5
0.15,1.0,0.385,3,-0.15,6
0.125,0.6666667,0.386,2,0.375,5
0.075,0.33333334,0.387,1,-0.075,3
0.025,0.6666667,0.388,2,0.475,1
0.1,0.6666667,0.389,2,0.4,4
0.075,1.0,0.39,3,-0.075,3
0.05,0.6666667,0.391,2,0.45,2
0.15,0.6666667,0.392,2,-0.15,6
0.125,1.0,0.393,3,0.375,5
0.1,1.0,0.394,3,-0.1,4
0.05,0.6666667,0.395,2,-0.05,2
0.125,1.0,0.396,3,0.875,5
0.1,1.0,0.397,3,-0.1,4
0.05,0.6666667,0.398,2,-0.05,2
0.05,1.0,0.399,3,-0.05,2
0.05,0.6666667,0.4,2,0.95,2
0.05,0.33333334,0.401,1,-0.05,2
0.05,1.0,0.402,3,-0.05,2
0.0,1.0,0.403,3,0.0,0
0.0,1.0,0.404,3,0.0,0
0.05,1.0,0.405,3,0.95,2
0.0,1.0,0.406,3,0.0,0
0.1,1.0,0.407,3,0.9,4
0.075,0.0,0.408,0,-0.075,3
0.05,1.0,0.409,3,-0.05,2
0.125,1.0,0.41,3,-0.125,5
0.125,0.6666667,0.411,2,-0.125,5
0.1,0.0,0.412,0,-0.1,4
0.05,0.0,0.413,0,0.95,2
0.075,1.0,0.414,3,-0.075,3
0.075,1.0,0.415,3,-0.075,3
0.05,0.0,0.416,0,-0.05,2
0.125,1.0,0.417,3,0.875,5
0.1,1.0,0.418,3,-0.1,4
0.1,0.6666667,0.419,2,0.9,4
0.05,0.33333334,0.42,1,-0.05,2
0.125,1.0,0.421,3,0.375,5
0.15,0.0,0.422,0,-0.15,6
0.1,0.0,0.423,0,-0.1,4
0.1,1.0,0.424,3,0.4,4
0.1,0.0,0.425,0,-0.1,4
0.15,0.6666667,0.426,2,-0.15,6
0.1,1.0,0.427,3,0.4,4
0.1,1.0,0.428,3,-0.1,4
0.075,1.0,0.429,3,0.425,3
0.05,1.0,0.43,3,-0.05,2
0.05,1.0,0.431,3,0.45,2
0.05,1.0,0.432,3,-0.05,2
0.1,1.0,0.433,3,0.4,4
0.1,1.0,0.434,3,0.4,4
0.1,0.6666667,0.435,2,-0.1,4
0.125,0.33333334,0.436,1,-0.125,5
0.075,0.0,0.437,0,-0.075,3
0.025,1.0,0.438,3,0.975,1
0.1,1.0,0.439,3,-0.1,4
0.1,0.33333334,0.44,1,-0.1,4
0.15,0.6666667,0.441,2,-0.15,6
0.175,1.0,0.442,3,0.325,7
0.175,0.6666667,0.443,2,-0.175,7
0.15,0.33333334,0.444,1,0.85,6
0.15,0.33333334,0.445,1,0.35,6
0.175,1.0,0.446,3,-0.175,7
0.15,0.6666667,0.447,2,-0.15,6
0.175,0.0,0.448,0,-0.175,7
0.15,1.0,0.449,3,0.35,6
0.175,1.0,0.45,3,-0.175,7
0.175,1.0,0.451,3,0.325,7
0.25,1.0,0.452,3,-0.25,10
0.175,1.0,0.453,3,-0.175,7
0.15,1.0,0.454,3,0.35,6
0.15,0.6666667,0.455,2,0.35,6
0.175,0.6666667,0.456,2,-0.175,7
0.125,0.33333334,0.457,1,0.375,5
0.15,1.0,0.458,3,-0.15,6
0.075,1.0,0.459,3,-0.075,3
0.1,1.0,0.46,3,-0.1,4
0.075,0.6666667,0.461,2,0.425,3
0.075,1.0,0.462,3,-0.075,3
0.075,1.0,0.463,3,0.425,3
0.1,0.6666667,0.464,2,0.4,4
0.125,1.0,0.465,3,-0.125,5
0.15,0.33333334,0.466,1,-0.15,6
0.175,1.0,0.467,3,0.325,7
0.15,0.33333334,0.468,1,-0.15,6
0.15,0.33333334,0.469,1,0.35,6
0.15,1.0,0.47,3,-0.15,6
0.15,1.0,0.471,3,-0.15,6
0.2,1.0,0.472,3,0.3,8
0.2,1.0,0.473,3,0.3,8
0.175,1.0,0.474,3,-0.175,7
0.225,1.0,0.475,3,0.275,9
0.25,1.0,0.476,3,-0.25,10
0.2,1.0,0.477,3,0.3,8
0.175,1.0,0.478,3,-0.175,7
0.225,1.0,0.479,3,0.275,9
0.125,0.0,0.48,0,-0.125,5
0.1,1.0,0.481,3,0.4,4
0.1,1.0,0.482,3,-0.1,4
0.05,1.0,0.483,3,-0.05,2
0.025,1.0,0.484,3,0.475,1
0.05,1.0,0.485,3,0.45,2
0.1,1.0,0.486,3,-0.1,4
0.075,0.33333334,0.487,1,0.925,3
0.075,0.6666667,0.488,2,-0.075,3
0.15,1.0,0.489,3,0.35,6
0.075,0.33333334,0.49,1,-0.075,3
0.075,0.0,0.491,0,-0.075,3
0.05,1.0,0.492,3,0.45,2
0.075,0.33333334,0.493,1,-0.075,3
0.1,0.6666667,0.494,2,-0.1,4
0.1,1.0,0.495,3,0.9,4
0.1,0.33333334,0.496,1,-0.1,4
0.175,0.33333334,0.497,1,-0.175,7
0.225,0.33333334,0.498,1,-0.225,9
0.25,1.0,0.499,3,-0.25,10
0.225,1.0,0.5,3,-0.225,9
0.225,1.0,0.501,3,0.775,9
0.225,0.6666667,0.502,2,-0.225,9
0.125,0.0,0.503,0,-0.125,5
0.1,0.0,0.504,0,-0.1,4
0.05,0.33333334,0.505,1,0.45,2
0.1,1.0,0.506,3,0.4,4
0.05,0.6666667,0.507,2,0.45,2
0.05,1.0,0.508,3,-0.05,2
0.05,0.6666667,0.509,2,-0.05,2
0.05,1.0,0.51,3,-0.05,2
0.05,1.0,0.511,3,0.45,2
0.175,1.0,0.512,3,0.325,7
0.05,0.6666667,0.513,2,-0.05,2
0.075,1.0,0.514,3,0.425,3
0.05,1.0,0.515,3,-0.05,2
0.1,0.0,0.516,0,0.4,4
0.0,1.0,0.517,3,0.0,0
0.075,1.0,0.518,3,-0.075,3
0.05,0.33333334,0.519,1,0.45,2
0.075,1.0,0.52,3,0.425,3
0.1,1.0,0.521,3,-0.1,4
0.075,0.0,0.522,0,-0.075,3
0.05,1.0,0.523,3,0.45,2
0.05,1.0,0.524,3,0.45,2
0.15,0.33333334,0.525,1,-0.15,6
0.1,0.33333334,0.526,1,0.4,4
0.1,0.0,0.527,0,0.4,4
0.125,0.0,0.528,0,-0.125,5
0.1,1.0,0.529,3,0.4,4
0.05,0.33333334,0.53,1,0.45,2
0.075,1.0,0.531,3,-0.075,3
0.05,0.6666667,0.532,2,0.95,2
0.1,1.0,0.533,3,-0.1,4
0.075,1.0,0.534,3,0.425,3
0.15,1.0,0.535,3,-0.15,6
0.125,0.33333334,0.536,1,-0.125,5
0.125,0.6666667,0.537,2,0.375,5
0.05,0.0,0.538,0,0.45,2
0.025,1.0,0.539,3,0.475,1
0.075,0.33333334,0.54,1,-0.075,3
0.125,1.0,0.541,3,0.375,5
0.15,0.6666667,0.542,2,-0.15,6
0.05,0.33333334,0.543,1,-0.05,2
0.05,1.0,0.544,3,-0.05,2
0.05,0.6666667,0.545,2,0.45,2
0.15,1.0,0.546,3,0.35,6
0.05,0.6666667,0.547,2,-0.05,2
0.075,1.0,0.548,3,0.425,3
0.05,1.0,0.549,3,0.45,2
0.075,1.0,0.55,3,-0.075,3
0.05,0.33333334,0.551,1,-0.05,2
0.05,1.0,0.552,3,-0.05,2
0.1,1.0,0.553,3,0.9,4
0.1,0.0,0.554,0,-0.1,4
0.075,1.0,0.555,3,-0.075,3
0.1,1.0,0.556,3,-0.1,4
0.15,0.0,0.557,0,0.35,6
0.15,0.6666667,0.558,2,-0.15,6
0.175,0.33333334,0.559,1,0.325,7
0.2,0.0,0.56,0,0.3,8
0.2,0.0,0.561,0,-0.2,8
0.2,0.33333334,0.562,1,-0.2,8
0.15,0.33333334,0.563,1,-0.15,6
0.2,0.33333334,0.564,1,-0.2,8
0.225,0.33333334,0.565,1,0.275,9
0.225,0.0,0.566,0,-0.225,9
0.2,1.0,0.567,3,-0.2,8
0.125,1.0,0.568,3,-0.125,5
0.175,1.0,0.569,3,-0.175,7
0.1,0.6666667,0.57,2,0.4,4
0.05,1.0,0.571,3,0.95,2
0.15,0.33333334,0.572,1,-0.15,6
0.1,0.0,0.573,0,-0.1,4
0.05,0.6666667,0.574,2,-0.05,2
0.1,0.0,0.575,0,0.4,4
0.075,1.0,0.576,3,0.425,3
0.05,0.0,0.577,0,-0.05,2
0.075,1.0,0.578,3,0.425,3
0.075,1.0,0.579,3,-0.075,3
0.1,1.0,0.58,3,-0.1,4
0.125,1.0,0.581,3,0.375,5
0.125,1.0,0.582,3,0.375,5
0.125,1.0,0.583,3,-0.125,5
0.125,1.0,0.584,3,-0.125,5
0.125,1.0,0.585,3,-0.125,5
0.15,0.33333334,0.586,1,0.85,6
0.1,0.0,0.587,0,-0.1,4
0.125,1.0,0.588,3,-0.125,5
0.125,0.0,0.589,0,0.375,5
0.15,1.0,0.59,3,-0.15,6
0.1,1.0,0.591,3,-0.1,4
0.1,0.33333334,0.592,1,-0.1,4
0.075,0.6666667,0.593,2,0.425,3
0.1,1.0,0.594,3,0.4,4
0.15,0.6666667,0.595,2,0.35,6
0.1,1.0,0.596,3,-0.1,4
0.1,1.0,0.597,3,0.4,4
0.125,1.0,0.598,3,-0.125,5
0.1,0.6666667,0.599,2,-0.1,4
0.1,1.0,0.6,3,-0.1,4
0.1,1.0,0.601,3,0.4,4
0.125,0.6666667,0.602,2,-0.125,5
0.125,1.0,0.603,3,-0.125,5
0.1,0.6666667,0.604,2,0.4,4
0.075,0.6666667,0.605,2,-0.075,3
0.125,0.6666667,0.606,2,0.875,5
0.1,1.0,0.607,3,-0.1,4
0.075,0.0,0.608,0,-0.075,3
0.05,0.0,0.609,0,-0.05,2
0.075,1.0,0.61,3,0.425,3
0.075,0.0,0.611,0,-0.075,3
0.075,0.0,0.612,0,-0.075,3
0.1,0.0,0.613,0,0.4,4
0.15,0.6666667,0.614,2,-0.15,6
0.125,0.6666667,0.615,2,0.875,5
0.2,1.0,0.616,3,-0.2,8
0.125,1.0,0.617,3,0.375,5
0.125,0.33333334,0.618,1,0.375,5
0.15,0.0,0.619,0,0.35,6
0.15,1.0,0.62,3,0.35,6
0.15,0.0,0.621,0,-0.15,6
0.125,1.0,0.622,3,-0.125,5
0.15,0.0,0.623,0,-0.15,6
0.15,1.0,0.624,3,-0.15,6
0.1,0.6666667,0.625,2,0.4,4
0.15,0.6666667,0.626,2,-0.15,6
0.15,0.6666667,0.627,2,0.35,6
0.175,1.0,0.628,3,0.325,7
0.2,1.0,0.629,3,-0.2,8
0.175,1.0,0.63,3,0.325,7
0.2,1.0,0.631,3,-0.2,8
0.225,1.0,0.632,3,0.275,9
0.125,1.0,0.633,3,0.375,5
0.1,0.0,0.634,0,-0.1,4
0.1,0.6666667,0.635,2,0.4,4
0.175,0.6666667,0.636,2,-0.175,7
0.1,1.0,0.637,3,-0.1,4
0.1,0.33333334,0.638,1,-0.1,4
0.125,0.6666667,0.639,2,-0.125,5
0.15,1.0,0.64,3,0.35,6
0.1,0.6666667,0.641,2,0.4,4
0.125,0.6666667,0.642,2,0.375,5
0.175,1.0,0.643,3,-0.175,7
0.15,0.0,0.644,0,0.35,6
0.2,1.0,0.645,3,-0.2,8
0.175,0.0,0.646,0,-0.175,7
0.15,0.33333334,0.647,1,-0.15,6
0.15,0.0,0.648,0,-0.15,6
0.175,1.0,0.649,3,0.325,7
0.1,0.33333334,0.65,1,-0.1,4
0.075,1.0,0.651,3,0.925,3
0.1,1.0,0.652,3,-0.1,4
0.075,1.0,0.653,3,-0.075,3
0.1,0.6666667,0.654,2,-0.1,4
0.125,1.0,0.655,3,-0.125,5
0.15,1.0,0.656,3,0.35,6
0.15,1.0,0.657,3,0.35,6
0.2,0.0,0.658,0,-0.2,8
0.15,1.0,0.659,3,-0.15,6
0.15,0.0,0.66,0,0.35,6
0.15,0.6666667,0.661,2,0.35,6
0.225,1.0,0.662,3,-0.225,9
0.15,1.0,0.663,3,-0.15,6
0.15,0.33333334,0.664,1,-0.15,6
0.15,1.0,0.665,3,-0.15,6
0.125,0.6666667,0.666,2,0.375,5
0.1,1.0,0.667,3,0.4,4
0.125,0.6666667,0.668,2,0.375,5
0.1,0.0,0.669,0,-0.1,4
0.1,0.33333334,0.67,1,0.4,4
0.05,0.6666667,0.671,2,-0.05,2
0.15,1.0,0.672,3,-0.15,6
0.15,1.0,0.673,3,0.35,6
0.175,1.0,0.674,3,-0.175,7
0.2,0.6666667,0.675,2,0.3,8
0.15,0.0,0.676,0,-0.15,6
0.15,0.33333334,0.677,1,0.35,6
0.175,0.0,0.678,0,0.325,7
0.25,1.0,0.679,3,-0.25,10
0.175,0.6666667,0.68,2,0.325,7
0.2,1.0,0.681,3,-0.2,8
0.175,0.33333334,0.682,1,-0.175,7
0.225,0.33333334,0.683,1,-0.225,9
0.2,1.0,0.684,3,0.8,8
0.2,1.0,0.685,3,-0.2,8
0.225,1.0,0.686,3,-0.225,9
0.175,1.0,0.687,3,0.825,7
0.175,1.0,0.688,3,-0.175,7
0.2,1.0,0.689,3,-0.2,8
0.175,1.0,0.69,3,-0.175,7
0.225,1.0,0.691,3,-0.225,9
0.3,1.0,0.692,3,-0.3,12
0.2,1.0,0.693,3,0.3,8
0.2,1.0,0.694,3,0.3,8
0.175,1.0,0.695,3,-0.175,7
0.2,0.6666667,0.696,2,-0.2,8
0.1,0.33333334,0.697,1,0.4,4
0.075,0.6666667,0.698,2,-0.075,3
0.075,0.6666667,0.699,2,-0.075,3
0.175,1.0,0.7,3,0.325,7
0.15,1.0,0.701,3,-0.15,6
0.15,1.0,0.702,3,0.85,6
0.125,0.33333334,0.703,1,-0.125,5
0.125,0.33333334,0.704,1,0.875,5
0.1,0.6666667,0.705,2,-0.1,4
0.1,1.0,0.706,3,-0.1,4
0.05,0.33333334,0.707,1,-0.05,2
0.15,0.33333334,0.708,1,0.35,6
0.125,1.0,0.709,3,-0.125,5
0.15,1.0,0.71,3,-0.15,6
0.125,0.6666667,0.711,2,-0.125,5
0.1,0.0,0.712,0,0.9,4
0.075,0.33333334,0.713,1,-0.075,3
0.1,0.0,0.714,0,-0.1,4
0.125,0.0,0.715,0,-0.125,5
0.1,0.33333334,0.716,1,0.4,4
0.075,0.33333334,0.717,1,0.425,3
0.125,1.0,0.718,3,0.375,5
0.1,0.33333334,0.719,1,-0.1,4
0.125,1.0,0.72,3,-0.125,5
0.1,0.33333334,0.721,1,0.4,4
0.25,0.6666667,0.722,2,0.25,10
0.125,1.0,0.723,3,-0.125,5
0.2,1.0,0.724,3,-0.2,8
0.3,1.0,0.725,3,-0.3,12
0.225,1.0,0.726,3,-0.225,9
0.2,1.0,0.727,3,-0.2,8
0.175,1.0,0.728,3,0.325,7
0.125,0.6666667,0.729,2,0.375,5
0.15,1.0,0.73,3,0.35,6
0.15,1.0,0.731,3,-0.15,6
0.125,1.0,0.732,3,-0.125,5
0.1,0.33333334,0.733,1,-0.1,4
0.075,0.0,0.734,0,-0.075,3
0.1,0.6666667,0.735,2,-0.1,4
0.125,0.6666667,0.736,2,-0.125,5
0.25,1.0,0.737,3,-0.25,10
0.275,0.0,0.738,0,0.22499999999999998,11
0.275,0.0,0.739,0,-0.275,11
0.275,0.0,0.74,0,-0.275,11
0.275,0.0,0.741,0,-0.275,11
0.275,1.0,0.742,3,0.22499999999999998,11
0.225,0.6666667,0.743,2,-0.225,9
0.275,1.0,0.744,3,-0.275,11
0.25,1.0,0.745,3,-0.25,10
0.175,1.0,0.746,3,0.325,7
0.15,1.0,0.747,3,-0.15,6
0.175,1.0,0.748,3,-0.175,7
0.175,1.0,0.749,3,0.325,7
0.15,0.6666667,0.75,2,-0.15,6
0.15,0.0,0.751,0,0.35,6
0.2,0.6666667,0.752,2,-0.2,8
0.125,0.33333334,0.753,1,0.375,5
0.125,0.0,0.754,0,-0.125,5
0.2,0.33333334,0.755,1,-0.2,8
0.2,1.0,0.756,3,0.3,8
0.2,1.0,0.757,3,-0.2,8
0.175,0.33333334,0.758,1,0.325,7
0.15,0.0,0.759,0,-0.15,6
0.15,0.6666667,0.76,2,0.85,6
0.125,0.0,0.761,0,-0.125,5
0.075,1.0,0.762,3,-0.075,3
0.1,0.6666667,0.763,2,-0.1,4
0.175,0.33333334,0.764,1,-0.175,7
0.15,0.33333334,0.765,1,0.85,6
0.175,1.0,0.766,3,-0.175,7
0.075,1.0,0.767,3,-0.075,3
0.15,1.0,0.768,3,0.85,6
0.125,0.33333334,0.769,1,-0.125,5
0.1,0.6666667,0.77,2,-0.1,4
0.1,0.33333334,0.771,1,0.4,4
0.125,1.0,0.772,3,0.375,5
0.125,0.0,0.773,0,-0.125,5
0.075,1.0,0.774,3,-0.075,3
0.125,0.0,0.775,0,-0.125,5
0.075,1.0,0.776,3,0.425,3
0.1,0.0,0.777,0,0.4,4
0.125,1.0,0.778,3,-0.125,5
0.15,0.0,0.779,0,-0.15,6
0.15,0.6666667,0.78,2,0.35,6
0.125,0.6666667,0.781,2,-0.125,5
0.15,0.6666667,0.782,2,0.35,6
0.125,0.0,0.783,0,-0.125,5
0.075,0.33333334,0.784,1,-0.075,3
0.1,0.6666667,0.785,2,-0.1,4
0.2,1.0,0.786,3,0.3,8
0.15,0.6666667,0.787,2,-0.15,6
0.175,0.33333334,0.788,1,-0.175,7
0.1,1.0,0.789,3,0.4,4
0.15,1.0,0.79,3,0.35,6
0.175,1.0,0.791,3,0.325,7
0.125,1.0,0.792,3,-0.125,5
0.1,1.0,0.793,3,0.4,4
0.1,1.0,0.794,3,0.4,4
0.1,1.0,0.795,3,-0.1,4
0.1,1.0,0.796,3,-0.1,4
0.125,0.6666667,0.797,2,-0.125,5
0.15,0.0,0.798,0,-0.15,6
0.125,0.0,0.799,0,-0.125,5
0.15,1.0,0.8,3,0.85,6
0.125,0.33333334,0.801,1,-0.125,5
0.1,0.6666667,0.802,2,-0.1,4
0.125,0.6666667,0.803,2,-0.125,5
0.15,0.0,0.804,0,-0.15,6
0.2,1.0,0.805,3,0.8,8
0.15,0.33333334,0.806,1,-0.15,6
0.1,0.6666667,0.807,2,0.4,4
0.175,0.6666667,0.808,2,-0.175,7
0.175,1.0,0.809,3,0.825,7
0.125,0.6666667,0.81,2,-0.125,5
0.125,0.33333334,0.811,1,-0.125,5
0.15,0.0,0.812,0,-0.15,6
0.1,1.0,0.813,3,-0.1,4
0.075,0.0,0.814,0,0.425,3
0.125,0.33333334,0.815,1,-0.125,5
0.15,1.0,0.816,3,-0.15,6
0.125,1.0,0.817,3,0.875,5
0.075,0.0,0.818,0,-0.075,3
0.075,0.0,0.819,0,0.425,3
0.075,0.0,0.82,0,-0.075,3
0.1,0.0,0.821,0,0.4,4
0.075,1.0,0.822,3,-0.075,3
0.05,1.0,0.823,3,-0.05,2
0.1,0.0,0.824,0,0.4,4
0.1,0.6666667,0.825,2,-0.1,4
0.15,0.0,0.826,0,-0.15,6
0.175,0.0,0.827,0,-0.175,7
0.2,0.6666667,0.828,2,0.3,8
0.225,1.0,0.829,3,0.275,9
0.275,1.0,0.83,3,-0.275,11
0.25,1.0,0.831,3,-0.25,10
0.25,0.33333334,0.832,1,-0.25,10
0.225,1.0,0.833,3,0.275,9
0.25,1.0,0.834,3,-0.25,10
0.25,1.0,0.835,3,-0.25,10
0.3,1.0,0.836,3,-0.3,12
0.25,1.0,0.837,3,0.25,10
0.25,1.0,0.838,3,-0.25,10
0.2,1.0,0.839,3,-0.2,8
0.2,1.0,0.84,3,-0.2,8
0.175,0.0,0.841,0,0.325,7
0.225,1.0,0.842,3,-0.225,9
0.225,1.0,0.843,3,-0.225,9
0.175,0.0,0.844,0,-0.175,7
0.175,0.6666667,0.845,2,0.325,7
0.15,0.33333334,0.846,1,-0.15,6
0.125,0.6666667,0.847,2,0.375,5
0.175,1.0,0.848,3,-0.175,7
0.175,0.0,0.849,0,0.325,7
0.175,1.0,0.85,3,-0.175,7
0.175,1.0,0.851,3,-0.175,7
0.2,1.0,0.852,3,0.3,8
0.2,1.0,0.853,3,-0.2,8
0.25,1.0,0.854,3,0.25,10
0.3,1.0,0.855,3,-0.3,12
0.3,1.0,0.856,3,0.2,12
0.3,1.0,0.857,3,-0.3,12
0.275,1.0,0.858,3,-0.275,11
0.3,1.0,0.859,3,0.2,12
0.275,1.0,0.86,3,-0.275,11
0.25,1.0,0.861,3,-0.25,10
0.225,0.0,0.862,0,0.275,9
0.175,0.0,0.863,0,-0.175,7
0.175,0.33333334,0.864,1,-0.175,7
0.1,1.0,0.865,3,-0.1,4
0.1,1.0,0.866,3,0.4,4
0.1,0.6666667,0.867,2,0.4,4
0.075,1.0,0.868,3,0.425,3
0.125,0.0,0.869,0,0.375,5
0.1,0.33333334,0.87,1,0.4,4
0.1,0.33333334,0.871,1,-0.1,4
0.15,1.0,0.872,3,0.35,6
0.15,1.0,0.873,3,-0.15,6
0.125,1.0,0.874,3,0.375,5
0.1,0.0,0.875,0,-0.1,4
0.15,0.6666667,0.876,2,-0.15,6
0.075,0.6666667,0.877,2,0.425,3
0.075,1.0,0.878,3,-0.075,3
0.075,0.0,0.879,0,-0.075,3
0.15,0.33333334,0.88,1,0.35,6
0.15,1.0,0.881,3,-0.15,6
0.125,0.0,0.882,0,0.375,5
0.15,0.6666667,0.883,2,-0.15,6
0.2,1.0,0.884,3,-0.2,8
0.225,1.0,0.885,3,-0.225,9
0.175,0.33333334,0.886,1,0.325,7
0.15,0.6666667,0.887,2,-0.15,6
0.2,0.33333334,0.888,1,0.3,8
0.175,0.6666667,0.889,2,-0.175,7
0.2,0.0,0.89,0,-0.2,8
0.175,0.33333334,0.891,1,0.325,7
0.15,0.0,0.892,0,0.35,6
0.125,1.0,0.893,3,0.375,5
0.1,0.0,0.894,0,-0.1,4
0.1,1.0,0.895,3,-0.1,4
0.05,1.0,0.896,3,0.45,2
0.1,1.0,0.897,3,0.4,4
0.1,1.0,0.898,3,-0.1,4
0.1,1.0,0.899,3,-0.1,4
0.125,1.0,0.9,3,0.375,5
0.175,1.0,0.901,3,-0.175,7
0.15,0.0,0.902,0,-0.15,6
0.075,0.0,0.903,0,0.425,3
0.075,0.6666667,0.904,2,0.925,3
0.05,0.33333334,0.905,1,-0.05,2
0.125,0.6666667,0.906,2,-0.125,5
0.1,1.0,0.907,3,0.4,4
0.1,1.0,0.908,3,-0.1,4
0.1,0.6666667,0.909,2,-0.1,4
0.075,1.0,0.91,3,0.425,3
0.075,1.0,0.911,3,0.425,3
0.1,0.33333334,0.912,1,-0.1,4
0.1,0.6666667,0.913,2,-0.1,4
0.075,1.0,0.914,3,0.425,3
0.025,0.6666667,0.915,2,-0.025,1
0.075,0.6666667,0.916,2,-0.075,3
0.1,1.0,0.917,3,-0.1,4
0.1,0.33333334,0.918,1,-0.1,4
0.175,1.0,0.919,3,0.825,7
0.15,1.0,0.92,3,-0.15,6
0.175,0.6666667,0.921,2,0.325,7
0.175,1.0,0.922,3,-0.175,7
0.175,0.33333334,0.923,1,-0.175,7
0.075,0.6666667,0.924,2,0.425,3
0.075,0.0,0.925,0,-0.075,3
0.05,0.0,0.926,0,-0.05,2
0.075,0.6666667,0.927,2,0.425,3
0.15,1.0,0.928,3,-0.15,6
0.175,0.33333334,0.929,1,-0.175,7
0.15,1.0,0.93,3,0.35,6
0.05,1.0,0.931,3,-0.05,2
0.125,1.0,0.932,3,0.375,5
0.025,1.0,0.933,3,-0.025,1
0.1,0.33333334,0.934,1,0.9,4
0.1,0.6666667,0.935,2,-0.1,4
0.075,0.6666667,0.936,2,-0.075,3
0.025,0.33333334,0.937,1,-0.025,1
0.05,0.0,0.938,0,0.45,2
0.025,0.33333334,0.939,1,-0.025,1
0.075,1.0,0.94,3,-0.075,3
0.05,1.0,0.941,3,0.45,2
0.05,0.33333334,0.942,1,-0.05,2
0.05,0.33333334,0.943,1,-0.05,2
0.05,0.33333334,0.944,1,0.45,2
0.05,0.0,0.945,0,-0.05,2
0.1,0.0,0.946,0,0.4,4
0.075,0.6666667,0.947,2,-0.075,3
0.025,1.0,0.948,3,0.475,1
0.075,0.6666667,0.949,2,-0.075,3
0.1,1.0,0.95,3,0.4,4
0.1,0.6666667,0.951,2,-0.1,4
0.15,0.33333334,0.952,1,-0.15,6
0.15,1.0,0.953,3,0.85,6
0.15,1.0,0.954,3,-0.15,6
0.15,1.0,0.955,3,-0.15,6
0.15,1.0,0.956,3,-0.15,6
0.075,0.33333334,0.957,1,-0.075,3
0.075,1.0,0.958,3,0.425,3
0.075,0.6666667,0.959,2,0.925,3
0.0,0.6666667,0.96,2,0.0,0
0.0,0.6666667,0.961,2,0.0,0
0.05,0.6666667,0.962,2,-0.05,2
0.025,1.0,0.963,3,0.475,1
0.0,0.6666667,0.964,2,0.0,0
0.125,1.0,0.965,3,0.375,5
0.075,1.0,0.966,3,0.425,3
0.025,1.0,0.967,3,-0.025,1
0.0,0.6666667,0.968,2,0.0,0
0.0,0.6666667,0.969,2,1.0,0
0.025,1.0,0.97,3,-0.025,1
0.025,0.33333334,0.971,1,0.475,1
0.0,1.0,0.972,3,0.0,0
0.05,1.0,0.973,3,0.45,2
0.05,0.33333334,0.974,1,-0.05,2
0.0,0.0,0.975,0,0.0,0
0.025,0.6666667,0.976,2,0.475,1
0.1,1.0,0.977,3,-0.1,4
0.075,0.0,0.978,0,0.425,3
0.1,0.6666667,0.979,2,-0.1,4
0.1,1.0,0.98,3,-0.1,4
0.2,1.0,0.981,3,0.8,8
0.15,0.6666667,0.982,2,-0.15,6
0.175,1.0,0.983,3,0.825,7
0.25,1.0,0.984,3,-0.25,10
0.3,1.0,0.985,3,-0.3,12
