Queue length,Speed,Phase,Step,Action,Reward
0.025,3.2955072,0.6666667,0.366,2,-0.025
0.025,4.100851,0.0,0.367,0,-0.025
0.025,4.7968335,0.33333334,0.368,1,-0.025
0.025,4.551985,0.0,0.369,0,-0.025
0.025,4.304755,0.0,0.37,0,-0.025
0.025,4.217995,0.6666667,0.371,2,-0.025
0.033333335,3.7189543,0.6666667,0.372,2,-0.033333335
0.041666668,3.603303,0.0,0.373,0,-0.041666668
0.05,2.7771494,0.6666667,0.374,2,-0.05
0.041666668,2.108832,0.33333334,0.375,1,-0.041666668
0.041666668,1.8356433,0.6666667,0.376,2,-0.041666668
0.041666668,2.1955173,0.0,0.377,0,-0.041666668
0.058333334,0.9731019,0.33333334,0.378,1,-0.058333334
0.058333334,1.2412665,0.33333334,0.379,1,-0.058333334
0.05,1.5809075,1.0,0.38,3,-0.05
0.033333335,2.1104975,0.0,0.381,0,-0.033333335
0.025,2.541381,0.0,0.382,0,-0.025
0.016666668,3.1551728,0.33333334,0.383,1,-0.016666668
0.016666668,3.7809865,0.33333334,0.384,1,-0.016666668
0.016666668,4.181176,0.33333334,0.385,1,-0.016666668
0.025,2.9868186,0.33333334,0.386,1,-0.025
0.025,1.8275998,0.6666667,0.387,2,-0.025
0.033333335,2.090082,0.33333334,0.388,1,-0.033333335
0.025,2.5750947,0.0,0.389,0,-0.025
0.033333335,3.2308605,0.0,0.39,0,-0.033333335
0.06666667,2.4084713,0.0,0.391,0,-0.06666667
0.033333335,2.085597,0.33333334,0.392,1,-0.033333335
0.033333335,2.570604,0.0,0.393,0,-0.033333335
0.025,3.4354904,0.6666667,0.394,2,-0.025
0.05,3.3281195,0.6666667,0.395,2,-0.05
0.025,3.5273592,0.33333334,0.396,1,-0.025
0.025,4.493687,0.0,0.397,0,-0.025
0.025,4.4220395,0.6666667,0.398,2,-0.025
0.025,4.8802238,0.6666667,0.399,2,-0.025
0.025,4.755787,0.0,0.4,0,-0.025
0.025,4.842947,0.33333334,0.401,1,-0.025
0.033333335,5.0134654,0.0,0.402,0,-0.033333335
0.033333335,5.055416,0.0,0.403,0,-0.033333335
0.033333335,5.508006,0.6666667,0.404,2,-0.033333335
0.041666668,4.7122827,0.0,0.405,0,-0.041666668
0.041666668,4.741114,0.0,0.406,0,-0.041666668
0.05,4.858719,0.0,0.407,0,-0.05
0.05,2.940728,0.33333334,0.408,1,-0.05
0.05,3.1017973,0.0,0.409,0,-0.05
0.05,1.6036024,0.0,0.41,0,-0.05
0.033333335,2.00464,0.6666667,0.411,2,-0.033333335
0.033333335,2.5014184,0.6666667,0.412,2,-0.033333335
0.033333335,1.1000978,0.33333334,0.413,1,-0.033333335
0.033333335,1.4900508,0.0,0.414,0,-0.033333335
0.025,2.040592,1.0,0.415,3,-0.025
0.016666668,2.7547896,0.0,0.416,0,-0.016666668
0.008333334,3.4948528,0.0,0.417,0,-0.008333334
0.0,4.3434095,0.6666667,0.418,2,-0.0
0.0,5.0859833,0.0,0.419,0,-0.0
0.008333334,5.62141,0.6666667,0.42,2,-0.008333334
0.041666668,3.5250702,0.0,0.421,0,-0.041666668
0.008333334,2.9480963,0.33333334,0.422,1,-0.008333334
0.016666668,2.2337992,0.33333334,0.423,1,-0.016666668
0.025,2.9428203,0.0,0.424,0,-0.025
0.05,2.6387827,0.0,0.425,0,-0.05
0.025,2.402095,0.33333334,0.426,1,-0.025
0.025,3.3254058,0.6666667,0.427,2,-0.025
0.025,4.010685,0.0,0.428,0,-0.025
0.025,4.4534354,0.6666667,0.429,2,-0.025
0.016666668,4.4835606,1.0,0.43,3,-0.016666668
0.016666668,4.7475233,0.33333334,0.431,1,-0.016666668
0.008333334,4.468856,0.33333334,0.432,1,-0.008333334
0.0,3.9191732,0.0,0.433,0,-0.0
0.0,3.143266,0.6666667,0.434,2,-0.0
0.0,2.530848,0.6666667,0.435,2,-0.0
0.008333334,2.1160514,0.33333334,0.436,1,-0.008333334
0.016666668,1.9975078,0.6666667,0.437,2,-0.016666668
0.025,2.2743351,0.0,0.438,0,-0.025
0.041666668,2.4929335,0.33333334,0.439,1,-0.041666668
0.033333335,1.7510438,0.6666667,0.44,2,-0.033333335
0.033333335,2.1851466,0.0,0.441,0,-0.033333335
0.033333335,2.831484,1.0,0.442,3,-0.033333335
0.033333335,3.3471453,0.6666667,0.443,2,-0.033333335
0.033333335,2.6975942,0.33333334,0.444,1,-0.033333335
0.033333335,3.0468462,0.33333334,0.445,1,-0.033333335
0.025,3.8613746,0.0,0.446,0,-0.025
0.025,3.2511485,0.33333334,0.447,1,-0.025
0.025,3.9363298,0.6666667,0.448,2,-0.025
0.025,4.72576,0.33333334,0.449,1,-0.025
0.025,5.4771132,0.0,0.45,0,-0.025
0.058333334,2.9857984,0.0,0.451,0,-0.058333334
0.025,2.890223,0.33333334,0.452,1,-0.025
0.025,3.4562163,0.0,0.453,0,-0.025
0.025,2.9661074,0.0,0.454,0,-0.025
0.05,2.7123928,0.0,0.455,0,-0.05
0.025,3.580509,0.33333334,0.456,1,-0.025
0.025,3.5691905,0.0,0.457,0,-0.025
0.025,4.2589765,0.33333334,0.458,1,-0.025
0.025,4.6593995,0.33333334,0.459,1,-0.025
0.025,4.468221,0.6666667,0.46,2,-0.025
0.025,4.2331333,0.6666667,0.461,2,-0.025
0.025,4.1810575,0.33333334,0.462,1,-0.025
0.033333335,4.238201,0.6666667,0.463,2,-0.033333335
0.033333335,4.1034293,0.33333334,0.464,1,-0.033333335
0.033333335,4.4757805,0.0,0.465,0,-0.033333335
0.033333335,4.6826963,0.0,0.466,0,-0.033333335
0.041666668,4.9967003,0.0,0.467,0,-0.041666668
0.033333335,5.447625,0.6666667,0.468,2,-0.033333335
0.033333335,5.1886663,0.6666667,0.469,2,-0.033333335
0.033333335,3.6769664,0.0,0.47,0,-0.033333335
0.033333335,4.1552167,0.0,0.471,0,-0.033333335
0.033333335,4.6984625,0.33333334,0.472,1,-0.033333335
0.033333335,1.3822583,0.6666667,0.473,2,-0.033333335
0.033333335,1.6081486,0.6666667,0.474,2,-0.033333335
