Queue length,Speed,Phase,Step,Action,Reward
0.05,1.9853995,1.0,0.239,3,-0.05
0.041666668,1.7807374,0.6666667,0.24,2,-0.041666668
0.05,1.9931197,1.0,0.241,3,-0.05
0.041666668,2.3339381,0.33333334,0.242,1,-0.041666668
0.033333335,2.3012116,1.0,0.243,3,-0.033333335
0.016666668,2.785615,0.6666667,0.244,2,-0.016666668
0.033333335,2.5361333,0.6666667,0.245,2,-0.033333335
0.033333335,2.8940065,0.6666667,0.246,2,-0.033333335
0.008333334,3.5768423,0.0,0.247,0,-0.008333334
0.025,4.03583,0.33333334,0.248,1,-0.025
0.033333335,4.1415677,0.33333334,0.249,1,-0.033333335
0.041666668,4.192574,0.33333334,0.25,1,-0.041666668
0.033333335,3.7533038,1.0,0.251,3,-0.033333335
0.041666668,3.5548515,0.0,0.252,0,-0.041666668
0.05,2.5000033,1.0,0.253,3,-0.05
0.041666668,2.034165,1.0,0.254,3,-0.041666668
0.033333335,2.1388583,0.0,0.255,0,-0.033333335
0.033333335,2.059948,0.0,0.256,0,-0.033333335
0.041666668,2.4611347,0.6666667,0.257,2,-0.041666668
0.041666668,2.399707,0.33333334,0.258,1,-0.041666668
0.041666668,2.4838798,1.0,0.259,3,-0.041666668
0.058333334,2.6636062,0.0,0.26,0,-0.058333334
0.075,2.0664194,0.0,0.261,0,-0.075
0.058333334,1.7587464,0.0,0.262,0,-0.058333334
0.06666667,2.1280468,0.6666667,0.263,2,-0.06666667
0.06666667,1.9337735,0.6666667,0.264,2,-0.06666667
0.083333336,2.1757753,0.6666667,0.265,2,-0.083333336
0.09166667,1.8232759,0.0,0.266,0,-0.09166667
0.1,1.9771533,0.6666667,0.267,2,-0.1
0.125,2.0329356,0.33333334,0.268,1,-0.125
0.108333334,2.3842974,0.6666667,0.269,2,-0.108333334
0.11666667,2.0562108,0.6666667,0.27,2,-0.11666667
0.13333334,0.9308496,0.6666667,0.271,2,-0.13333334
0.13333334,1.0977272,0.6666667,0.272,2,-0.13333334
0.108333334,1.3536783,1.0,0.273,3,-0.108333334
0.09166667,1.7764276,0.0,0.274,0,-0.09166667
0.1,1.4830937,0.33333334,0.275,1,-0.1
0.058333334,2.160386,0.33333334,0.276,1,-0.058333334
0.041666668,2.1172545,0.6666667,0.277,2,-0.041666668
0.025,2.679255,1.0,0.278,3,-0.025
0.033333335,3.0667224,0.0,0.279,0,-0.033333335
0.008333334,3.377705,1.0,0.28,3,-0.008333334
0.008333334,3.4735441,0.6666667,0.281,2,-0.008333334
0.016666668,3.3431244,0.6666667,0.282,2,-0.016666668
0.033333335,2.8272562,1.0,0.283,3,-0.033333335
0.033333335,1.7772827,0.6666667,0.284,2,-0.033333335
0.05,1.5347174,0.6666667,0.285,2,-0.05
0.041666668,1.7620536,0.6666667,0.286,2,-0.041666668
0.041666668,1.8631784,0.6666667,0.287,2,-0.041666668
0.05,2.1180642,1.0,0.288,3,-0.05
0.06666667,1.7607368,0.6666667,0.289,2,-0.06666667
0.06666667,1.8592349,0.6666667,0.29,2,-0.06666667
0.06666667,1.5598034,0.0,0.291,0,-0.06666667
0.05,1.8261175,0.33333334,0.292,1,-0.05
0.06666667,1.9224602,0.6666667,0.293,2,-0.06666667
0.06666667,1.3722395,0.33333334,0.294,1,-0.06666667
0.075,1.4495789,0.0,0.295,0,-0.075
0.083333336,1.6142681,0.33333334,0.296,1,-0.083333336
0.09166667,1.8853552,1.0,0.297,3,-0.09166667
0.108333334,1.608777,0.33333334,0.298,1,-0.108333334
0.1,1.099111,1.0,0.299,3,-0.1
0.075,1.4095017,0.6666667,0.3,2,-0.075
0.1,1.6285775,0.0,0.301,0,-0.1
0.075,1.5696853,0.0,0.302,0,-0.075
0.058333334,2.1792676,1.0,0.303,3,-0.058333334
0.041666668,2.8711066,1.0,0.304,3,-0.041666668
0.041666668,3.242422,0.0,0.305,0,-0.041666668
0.016666668,3.5019102,0.33333334,0.306,1,-0.016666668
0.008333334,3.5718021,0.6666667,0.307,2,-0.008333334
0.008333334,4.102128,0.0,0.308,0,-0.008333334
0.008333334,4.627733,1.0,0.309,3,-0.008333334
0.016666668,4.315808,0.6666667,0.31,2,-0.016666668
0.025,3.8463964,0.6666667,0.311,2,-0.025
0.016666668,3.2769897,0.6666667,0.312,2,-0.016666668
0.016666668,2.6220448,1.0,0.313,3,-0.016666668
0.025,2.4398491,0.6666667,0.314,2,-0.025
0.041666668,2.2727616,0.0,0.315,0,-0.041666668
0.016666668,2.4767015,0.33333334,0.316,1,-0.016666668
0.016666668,2.8738544,0.0,0.317,0,-0.016666668
0.025,2.6677046,0.6666667,0.318,2,-0.025
0.025,2.9078941,1.0,0.319,3,-0.025
0.041666668,2.5732334,0.0,0.32,0,-0.041666668
0.033333335,2.6742094,0.0,0.321,0,-0.033333335
0.033333335,2.4359016,0.0,0.322,0,-0.033333335
0.025,2.8658996,1.0,0.323,3,-0.025
0.008333334,2.7160294,0.33333334,0.324,1,-0.008333334
0.025,2.6804388,0.33333334,0.325,1,-0.025
0.008333334,2.9150467,1.0,0.326,3,-0.008333334
0.008333334,2.663825,0.0,0.327,0,-0.008333334
0.008333334,2.4504797,0.33333334,0.328,1,-0.008333334
0.025,1.8883964,0.0,0.329,0,-0.025
0.025,2.0186558,1.0,0.33,3,-0.025
0.05,1.802468,0.33333334,0.331,1,-0.05
0.033333335,2.0270824,0.33333334,0.332,1,-0.033333335
0.05,1.6187661,0.0,0.333,0,-0.05
0.06666667,1.57398,1.0,0.334,3,-0.06666667
0.041666668,1.279886,0.6666667,0.335,2,-0.041666668
0.041666668,1.7381433,0.0,0.336,0,-0.041666668
0.033333335,2.260739,1.0,0.337,3,-0.033333335
0.025,2.8890736,1.0,0.338,3,-0.025
0.008333334,3.1778858,0.6666667,0.339,2,-0.008333334
0.016666668,3.8366697,0.6666667,0.34,2,-0.016666668
0.0,4.127978,0.0,0.341,0,-0.0
0.008333334,4.1235614,0.6666667,0.342,2,-0.008333334
0.016666668,3.9997578,0.6666667,0.343,2,-0.016666668
0.025,4.0211363,0.33333334,0.344,1,-0.025
0.025,2.8081517,1.0,0.345,3,-0.025
0.016666668,2.9504704,1.0,0.346,3,-0.016666668
0.016666668,2.0915341,0.6666667,0.347,2,-0.016666668
0.008333334,2.2641902,0.0,0.348,0,-0.008333334
0.041666668,2.2100408,0.6666667,0.349,2,-0.041666668
0.041666668,1.7617028,0.0,0.35,0,-0.041666668
0.05,1.5122733,0.0,0.351,0,-0.05
0.041666668,1.7811298,0.33333334,0.352,1,-0.041666668
0.041666668,2.0836797,0.0,0.353,0,-0.041666668
0.058333334,1.9423108,0.0,0.354,0,-0.058333334
0.058333334,1.70354,1.0,0.355,3,-0.058333334
0.058333334,2.008782,1.0,0.356,3,-0.058333334
0.05,2.470793,1.0,0.357,3,-0.05
0.041666668,2.902344,0.6666667,0.358,2,-0.041666668
0.033333335,2.787246,1.0,0.359,3,-0.033333335
0.033333335,2.6272151,0.33333334,0.36,1,-0.033333335
0.033333335,2.3069637,0.33333334,0.361,1,-0.033333335
0.033333335,1.9193406,0.0,0.362,0,-0.033333335
0.016666668,2.294047,1.0,0.363,3,-0.016666668
0.0,2.2642605,0.6666667,0.364,2,-0.0
0.033333335,2.4164677,0.33333334,0.365,1,-0.033333335
0.016666668,3.037477,0.33333334,0.366,1,-0.016666668
0.0,3.0835788,0.6666667,0.367,2,-0.0
0.016666668,2.7112923,0.6666667,0.368,2,-0.016666668
0.008333334,3.1141849,0.6666667,0.369,2,-0.008333334
0.025,3.3702693,0.6666667,0.37,2,-0.025
0.033333335,3.4054601,0.0,0.371,0,-0.033333335
0.025,3.193348,1.0,0.372,3,-0.025
0.033333335,3.0827487,0.0,0.373,0,-0.033333335
0.033333335,1.79614,0.33333334,0.374,1,-0.033333335
0.05,1.6912444,0.0,0.375,0,-0.05
0.025,1.6891537,0.33333334,0.376,1,-0.025
0.041666668,1.3040384,0.0,0.377,0,-0.041666668
0.05,0.98100716,1.0,0.378,3,-0.05
0.05,1.1274202,0.33333334,0.379,1,-0.05
0.05,1.3749105,1.0,0.38,3,-0.05
0.05,1.721168,1.0,0.381,3,-0.05
0.041666668,2.097618,0.0,0.382,0,-0.041666668
0.05,2.4081087,0.33333334,0.383,1,-0.05
0.058333334,2.2396438,0.6666667,0.384,2,-0.058333334
0.041666668,2.5957327,1.0,0.385,3,-0.041666668
0.033333335,2.6122277,1.0,0.386,3,-0.033333335
0.025,2.519694,0.6666667,0.387,2,-0.025
0.016666668,2.9404836,0.0,0.388,0,-0.016666668
0.008333334,3.3022144,0.33333334,0.389,1,-0.008333334
0.008333334,3.4138718,0.6666667,0.39,2,-0.008333334
0.05,2.7311642,0.6666667,0.391,2,-0.05
0.05,2.192756,0.6666667,0.392,2,-0.05
0.05,2.297941,0.0,0.393,0,-0.05
0.05,1.9834973,0.0,0.394,0,-0.05
0.058333334,1.608989,1.0,0.395,3,-0.058333334
0.058333334,1.871172,0.6666667,0.396,2,-0.058333334
0.05,1.9357283,0.33333334,0.397,1,-0.05
0.058333334,2.327364,0.33333334,0.398,1,-0.058333334
0.06666667,2.6183662,0.6666667,0.399,2,-0.06666667
0.06666667,2.4464133,0.33333334,0.4,1,-0.06666667
0.1,1.9279277,0.0,0.401,0,-0.1
0.09166667,1.9252665,0.33333334,0.402,1,-0.09166667
0.1,1.8302428,0.6666667,0.403,2,-0.1
0.1,1.2188683,1.0,0.404,3,-0.1
0.09166667,1.3148178,0.0,0.405,0,-0.09166667
0.1,1.4782284,0.33333334,0.406,1,-0.1
0.083333336,1.8441895,0.33333334,0.407,1,-0.083333336
0.06666667,2.1749914,0.6666667,0.408,2,-0.06666667
0.05,2.5822003,1.0,0.409,3,-0.05
0.041666668,2.4572344,0.33333334,0.41,1,-0.041666668
0.033333335,2.3737829,1.0,0.411,3,-0.033333335
0.016666668,2.682398,0.33333334,0.412,1,-0.016666668
0.016666668,2.963891,0.6666667,0.413,2,-0.016666668
0.016666668,3.375717,1.0,0.414,3,-0.016666668
0.025,2.588188,1.0,0.415,3,-0.025
0.008333334,2.8606715,0.0,0.416,0,-0.008333334
0.025,3.2236662,1.0,0.417,3,-0.025
0.016666668,3.8893654,1.0,0.418,3,-0.016666668
0.008333334,3.7830117,0.0,0.419,0,-0.008333334
0.025,4.0569873,0.33333334,0.42,1,-0.025
0.033333335,3.9076898,0.6666667,0.421,2,-0.033333335
0.008333334,4.1434493,0.0,0.422,0,-0.008333334
0.016666668,4.1284347,0.33333334,0.423,1,-0.016666668
0.025,4.236028,0.6666667,0.424,2,-0.025
0.033333335,3.344033,1.0,0.425,3,-0.033333335
0.033333335,2.857325,0.0,0.426,0,-0.033333335
0.008333334,2.7381256,0.0,0.427,0,-0.008333334
0.008333334,3.2172887,1.0,0.428,3,-0.008333334
0.008333334,3.8392832,0.6666667,0.429,2,-0.008333334
0.016666668,3.2484343,1.0,0.43,3,-0.016666668
0.008333334,3.6447122,0.33333334,0.431,1,-0.008333334
0.008333334,3.5779128,0.0,0.432,0,-0.008333334
0.025,2.903157,0.0,0.433,0,-0.025
0.041666668,2.9621284,0.0,0.434,0,-0.041666668
0.041666668,2.7564895,0.33333334,0.435,1,-0.041666668
0.05,2.2654054,0.33333334,0.436,1,-0.05
0.05,2.4625337,1.0,0.437,3,-0.05
0.06666667,2.7633865,0.0,0.438,0,-0.06666667
0.083333336,1.7330977,0.0,0.439,0,-0.083333336
0.075,1.7597618,0.6666667,0.44,2,-0.075
0.09166667,0.8186301,0.33333334,0.441,1,-0.09166667
0.09166667,0.93759465,0.0,0.442,0,-0.09166667
0.1,1.1854945,0.6666667,0.443,2,-0.1
0.1,1.4008408,0.33333334,0.444,1,-0.1
0.125,1.6098617,0.6666667,0.445,2,-0.125
0.11666667,1.2615483,1.0,0.446,3,-0.11666667
0.1,1.5385505,0.33333334,0.447,1,-0.1
0.09166667,1.9356889,1.0,0.448,3,-0.09166667
0.06666667,1.505131,1.0,0.449,3,-0.06666667
0.06666667,1.8078837,0.6666667,0.45,2,-0.06666667
0.06666667,1.8366352,0.6666667,0.451,2,-0.06666667
0.033333335,2.3830304,1.0,0.452,3,-0.033333335
0.033333335,2.9510865,0.33333334,0.453,1,-0.033333335
0.016666668,2.975532,1.0,0.454,3,-0.016666668
0.008333334,3.5133815,1.0,0.455,3,-0.008333334
0.0,4.249509,0.0,0.456,0,-0.0
0.008333334,4.205835,0.6666667,0.457,2,-0.008333334
0.0,4.598723,0.33333334,0.458,1,-0.0
0.016666668,4.2887483,0.33333334,0.459,1,-0.016666668
0.0,4.1767735,1.0,0.46,3,-0.0
0.0,3.7328236,0.0,0.461,0,-0.0
0.0,3.7747197,1.0,0.462,3,-0.0
0.008333334,3.130213,1.0,0.463,3,-0.008333334
0.008333334,3.0313735,0.33333334,0.464,1,-0.008333334
0.025,2.3026788,0.6666667,0.465,2,-0.025
0.033333335,2.2235453,0.6666667,0.466,2,-0.033333335
0.041666668,2.284573,0.0,0.467,0,-0.041666668
0.058333334,2.375606,0.33333334,0.468,1,-0.058333334
0.05,2.6191506,0.6666667,0.469,2,-0.05
0.058333334,2.8020537,0.33333334,0.47,1,-0.058333334
0.09166667,1.7933462,0.33333334,0.471,1,-0.09166667
0.1,1.7338712,0.0,0.472,0,-0.1
0.09166667,2.1042247,0.33333334,0.473,1,-0.09166667
0.108333334,2.3116932,0.33333334,0.474,1,-0.108333334
0.11666667,1.4472581,0.33333334,0.475,1,-0.11666667
0.125,1.5180976,0.33333334,0.476,1,-0.125
0.13333334,1.7707736,0.6666667,0.477,2,-0.13333334
0.11666667,1.5011212,1.0,0.478,3,-0.11666667
0.1,1.8453441,0.0,0.479,0,-0.1
0.083333336,2.250673,0.33333334,0.48,1,-0.083333336
0.083333336,1.7010397,1.0,0.481,3,-0.083333336
0.05,2.2280207,1.0,0.482,3,-0.05
0.033333335,2.76736,1.0,0.483,3,-0.033333335
0.041666668,3.2829866,0.0,0.484,0,-0.041666668
0.033333335,3.047572,0.33333334,0.485,1,-0.033333335
0.008333334,3.6849334,1.0,0.486,3,-0.008333334
0.008333334,4.4766965,1.0,0.487,3,-0.008333334
0.008333334,5.239128,0.0,0.488,0,-0.008333334
