Queue length,Speed,Phase,Step,Action,Reward
0.0,7.4337134,1.0,0.398,3,-0.0
0.0,8.018345,1.0,0.399,3,-0.0
0.0,7.4240046,0.0,0.4,0,-0.0
0.0,6.945691,0.33333334,0.401,1,-0.0
0.0,6.3035097,0.6666667,0.402,2,-0.0
0.008333334,6.5124283,1.0,0.403,3,-0.008333334
0.008333334,5.815801,1.0,0.404,3,-0.008333334
0.008333334,5.8229384,0.0,0.405,0,-0.008333334
0.016666668,5.0824842,0.33333334,0.406,1,-0.016666668
0.016666668,5.2552447,0.6666667,0.407,2,-0.016666668
0.016666668,2.6229234,1.0,0.408,3,-0.016666668
0.016666668,3.3095107,1.0,0.409,3,-0.016666668
0.016666668,4.071818,1.0,0.41,3,-0.016666668
0.016666668,4.714241,0.33333334,0.411,1,-0.016666668
0.016666668,5.335156,0.33333334,0.412,1,-0.016666668
0.016666668,5.724415,0.6666667,0.413,2,-0.016666668
0.016666668,4.744709,0.6666667,0.414,2,-0.016666668
0.016666668,5.151991,1.0,0.415,3,-0.016666668
0.016666668,5.679121,0.6666667,0.416,2,-0.016666668
0.016666668,4.0097513,1.0,0.417,3,-0.016666668
0.016666668,0.0,0.33333334,0.418,1,-0.016666668
0.016666668,0.0,1.0,0.419,3,-0.016666668
0.016666668,0.0,0.33333334,0.42,1,-0.016666668
0.033333335,0.47341308,0.0,0.421,0,-0.033333335
0.008333334,1.4022387,0.6666667,0.422,2,-0.008333334
0.008333334,2.6547985,0.6666667,0.423,2,-0.008333334
0.025,2.8929045,1.0,0.424,3,-0.025
0.016666668,3.400071,0.6666667,0.425,2,-0.016666668
0.008333334,4.5388956,0.6666667,0.426,2,-0.008333334
0.0,5.8446274,0.0,0.427,0,-0.0
0.0,6.996014,0.33333334,0.428,1,-0.0
0.0,7.404772,0.33333334,0.429,1,-0.0
0.0,7.006643,0.0,0.43,0,-0.0
0.0,6.714408,0.6666667,0.431,2,-0.0
0.0,5.9198327,0.33333334,0.432,1,-0.0
0.008333334,5.1465716,1.0,0.433,3,-0.008333334
0.008333334,4.80054,0.0,0.434,0,-0.008333334
0.016666668,4.2841916,0.33333334,0.435,1,-0.016666668
0.008333334,4.657309,0.0,0.436,0,-0.008333334
0.008333334,5.3802323,0.0,0.437,0,-0.008333334
0.008333334,5.278793,0.0,0.438,0,-0.008333334
0.008333334,4.810471,1.0,0.439,3,-0.008333334
0.0,5.9801707,0.6666667,0.44,2,-0.0
0.008333334,5.3983827,0.0,0.441,0,-0.008333334
0.008333334,6.458584,0.33333334,0.442,1,-0.008333334
0.008333334,7.4642262,0.0,0.443,0,-0.008333334
0.0,7.7291827,0.6666667,0.444,2,-0.0
0.0,8.674859,0.33333334,0.445,1,-0.0
0.0,8.168578,0.0,0.446,0,-0.0
0.0,7.385696,1.0,0.447,3,-0.0
0.0,8.762956,1.0,0.448,3,-0.0
0.0,9.726043,1.0,0.449,3,-0.0
0.0,8.636521,0.6666667,0.45,2,-0.0
0.033333335,1.9030328,0.33333334,0.451,1,-0.033333335
0.0,3.0414324,0.33333334,0.452,1,-0.0
0.0,4.1583505,0.33333334,0.453,1,-0.0
0.0,3.3684878,0.0,0.454,0,-0.0
0.025,2.6192489,0.33333334,0.455,1,-0.025
0.0,3.6803136,0.33333334,0.456,1,-0.0
0.0,4.984348,0.6666667,0.457,2,-0.0
0.0,6.232209,1.0,0.458,3,-0.0
0.0,7.435741,1.0,0.459,3,-0.0
0.0,7.8098183,0.6666667,0.46,2,-0.0
0.0,5.9428973,0.0,0.461,0,-0.0
0.008333334,5.117193,1.0,0.462,3,-0.008333334
0.008333334,4.462785,0.0,0.463,0,-0.008333334
0.025,3.1161828,1.0,0.464,3,-0.025
0.033333335,2.4389167,1.0,0.465,3,-0.033333335
0.025,2.5787697,0.0,0.466,0,-0.025
0.033333335,3.0862975,1.0,0.467,3,-0.033333335
0.016666668,3.971064,0.33333334,0.468,1,-0.016666668
0.033333335,4.084096,1.0,0.469,3,-0.033333335
0.033333335,3.1900215,1.0,0.47,3,-0.033333335
0.033333335,3.7598162,0.0,0.471,0,-0.033333335
0.033333335,4.3047743,1.0,0.472,3,-0.033333335
0.016666668,4.9394946,0.33333334,0.473,1,-0.016666668
0.016666668,0.98306113,0.0,0.474,0,-0.016666668
0.016666668,1.6087815,0.0,0.475,0,-0.016666668
0.0,2.4678774,0.6666667,0.476,2,-0.0
0.0,3.5291755,0.6666667,0.477,2,-0.0
